Trait	Trait_Nickname	Tissue	TCSC_h2	TCSC_JKSE	TCSC_JKP	TCSC_FDRP	prop_h2g	prop_h2g_se
UKB_460K.body_BMIz	BMI	Adipose_Subcutaneous	-0.0014496301	0.004254931	6.333331e-01	0.99978798	-0.00521637300240227	0.0153110148725139
UKB_460K.body_BMIz	BMI	Adipose_Visceral_Omentum	 0.0095216838	0.006294579	6.518049e-02	0.28816596	0.0342629860426634	0.0226505192383728
UKB_460K.body_BMIz	BMI	Artery_Aorta	 0.0169677653	0.011631788	7.231822e-02	0.28816596	0.0610570899514314	0.0418560214023347
UKB_460K.body_BMIz	BMI	Artery_Tibial	 0.0007266475	0.005933613	4.512662e-01	0.81894929	0.00261478065035169	0.021351611324968
UKB_460K.body_BMIz	BMI	Brain_Limbic	 0.0032321742	0.003461243	1.751987e-01	0.44772989	0.0116307095558338	0.0124549944896243
UKB_460K.body_BMIz	BMI	Brain_Cortex	-0.0010528567	0.002583496	6.581913e-01	0.99978798	-0.00378861711857485	0.00929649546010943
UKB_460K.body_BMIz	BMI	Brain_BasalGanglia	 0.0003819506	0.004099516	4.628844e-01	0.81894929	0.00137441738164944	0.014751767250904
UKB_460K.body_BMIz	BMI	Brain_Cerebellum	 0.0122017975	0.004651453	4.355115e-03	0.05008382	0.0439071518185963	0.0167378661545055
UKB_460K.body_BMIz	BMI	Breast_Mammary_Tissue	-0.0082686180	0.003983786	9.810330e-01	0.99978798	-0.0297539331834323	0.0143353238527438
UKB_460K.body_BMIz	BMI	Cells_Cultured_fibroblasts	-0.0026375912	0.002952504	8.141625e-01	0.99978798	-0.00949115218545329	0.0106243413585898
UKB_460K.body_BMIz	BMI	Colon_Sigmoid	-0.0098870954	0.003515064	9.975442e-01	0.99978798	-0.0355778890591633	0.0126486648078007
UKB_460K.body_BMIz	BMI	Colon_Transverse	-0.0038746146	0.003099519	8.943630e-01	0.99978798	-0.0139424779137888	0.0111533597900281
UKB_460K.body_BMIz	BMI	Esophagus_Mucosa	-0.0043720767	0.003434344	8.984991e-01	0.99978798	-0.0157325538423064	0.0123582007806306
UKB_460K.body_BMIz	BMI	Esophagus_Muscularis	 0.0007465685	0.005431855	4.453405e-01	0.81894929	0.00268646446264419	0.0195460792520745
UKB_460K.body_BMIz	BMI	Heart_Atrial_Appendage	 0.0005982783	0.003761937	4.368208e-01	0.81894929	0.00215285479288864	0.0135370151929847
UKB_460K.body_BMIz	BMI	Heart_Left_Ventricle	 0.0076414324	0.005312803	7.517373e-02	0.28816596	0.0274970577960376	0.019117678633721
UKB_460K.body_BMIz	BMI	Lung	-0.0100118715	0.002840523	9.997880e-01	0.99978798	-0.0360268854956812	0.0102213869154353
UKB_460K.body_BMIz	BMI	Muscle_Skeletal	 0.0045979206	0.004067908	1.291768e-01	0.37138317	0.0165452342569418	0.0146380270924063
UKB_460K.body_BMIz	BMI	Nerve_Tibial	 0.0163131336	0.005927316	2.959857e-03	0.05008382	0.0587014522407747	0.0213289531953436
UKB_460K.body_BMIz	BMI	Skin_Not_Sun_Exposed_Suprapubic	-0.0149154324	0.007528461	9.762159e-01	0.99978798	-0.0536719411188323	0.027090539598743
UKB_460K.body_BMIz	BMI	Skin_Sun_Exposed_Lower_leg	 0.0241343291	0.013430861	3.617330e-02	0.27732863	0.0868453727423401	0.0483298360088935
UKB_460K.body_BMIz	BMI	Thyroid	-0.0090423283	0.003457003	9.955472e-01	0.99978798	-0.0325380649648929	0.0124397382697126
UKB_460K.body_BMIz	BMI	Whole_Blood	 0.0050616737	0.003817621	9.244119e-02	0.30373535	0.0182140111640599	0.0137373918145651
UKB_460K.body_BMIz	BMI	AllTissues	 0.0366132402	0.006601133	1.457152e-08	NA	0.131749694971685	0.0237536271512034
UKB_460K.cov_EDU_YEARS	Yrs Edu	Adipose_Subcutaneous	 0.0008862043	0.002264016	3.477396e-01	0.7270919	0.00651620797673754	0.016647175409849
UKB_460K.cov_EDU_YEARS	Yrs Edu	Adipose_Visceral_Omentum	-0.0019382913	0.001994297	8.344541e-01	0.9139259	-0.0142521422376229	0.0146639514159532
UKB_460K.cov_EDU_YEARS	Yrs Edu	Artery_Aorta	-0.0011831740	0.002294625	6.969430e-01	0.8905383	-0.00869980859864221	0.0168722447090663
UKB_460K.cov_EDU_YEARS	Yrs Edu	Artery_Tibial	-0.0010303526	0.002009134	6.959664e-01	0.8905383	-0.0075761218184911	0.0147730408172896
UKB_460K.cov_EDU_YEARS	Yrs Edu	Brain_Limbic	 0.0019340078	0.001479622	9.559003e-02	0.4272340	0.0142206459447746	0.0108795716858509
UKB_460K.cov_EDU_YEARS	Yrs Edu	Brain_Cortex	 0.0009513071	0.001323110	2.360726e-01	0.6032965	0.00699490550497738	0.00972875081429309
UKB_460K.cov_EDU_YEARS	Yrs Edu	Brain_BasalGanglia	-0.0001787467	0.001704763	5.417531e-01	0.8905383	-0.00131431422185838	0.0125350238118162
UKB_460K.cov_EDU_YEARS	Yrs Edu	Brain_Cerebellum	 0.0062102659	0.003248284	2.794706e-02	0.3213912	0.0456637196368347	0.0238844436711361
UKB_460K.cov_EDU_YEARS	Yrs Edu	Breast_Mammary_Tissue	 0.0064114577	0.003294335	2.581494e-02	0.3213912	0.047143071688763	0.0242230502584119
UKB_460K.cov_EDU_YEARS	Yrs Edu	Cells_Cultured_fibroblasts	 0.0055496553	0.004119938	8.898627e-02	0.4272340	0.0408062889887116	0.030293663629491
UKB_460K.cov_EDU_YEARS	Yrs Edu	Colon_Sigmoid	-0.0008066716	0.001735380	6.789765e-01	0.8905383	-0.00593140914265593	0.0127601445091964
UKB_460K.cov_EDU_YEARS	Yrs Edu	Colon_Transverse	-0.0006089224	0.001840690	6.296068e-01	0.8905383	-0.0044773702797356	0.0135344858700035
UKB_460K.cov_EDU_YEARS	Yrs Edu	Esophagus_Mucosa	 0.0027987796	0.002051660	8.625957e-02	0.4272340	0.0205792614394199	0.0150857330850734
UKB_460K.cov_EDU_YEARS	Yrs Edu	Esophagus_Muscularis	-0.0007296093	0.002173720	6.314326e-01	0.8905383	-0.00536477410297797	0.0159832359212074
UKB_460K.cov_EDU_YEARS	Yrs Edu	Heart_Atrial_Appendage	-0.0016600275	0.002084609	7.870787e-01	0.9130724	-0.0122060848095449	0.0153280037544801
UKB_460K.cov_EDU_YEARS	Yrs Edu	Heart_Left_Ventricle	 0.0009341136	0.002063321	3.253740e-01	0.7270919	0.00686848245119677	0.0151714807077542
UKB_460K.cov_EDU_YEARS	Yrs Edu	Lung	-0.0054709089	0.001914294	9.978679e-01	0.9978679	-0.0402272711347068	0.0140756878413888
UKB_460K.cov_EDU_YEARS	Yrs Edu	Muscle_Skeletal	 0.0024037273	0.002141369	1.308209e-01	0.4298403	0.017674465419933	0.01574536173914
UKB_460K.cov_EDU_YEARS	Yrs Edu	Nerve_Tibial	-0.0026093674	0.001942544	9.104083e-01	0.9517904	-0.0191865252278907	0.0142834112562674
UKB_460K.cov_EDU_YEARS	Yrs Edu	Skin_Not_Sun_Exposed_Suprapubic	-0.0019222166	0.002343324	7.939760e-01	0.9130724	-0.0141339455806716	0.0172303206153229
UKB_460K.cov_EDU_YEARS	Yrs Edu	Skin_Sun_Exposed_Lower_leg	-0.0013041676	0.002577800	6.935445e-01	0.8905383	-0.00958946730441243	0.0189544126876598
UKB_460K.cov_EDU_YEARS	Yrs Edu	Thyroid	 0.0019650322	0.002071190	1.713750e-01	0.4927032	0.0144487665098682	0.0152293384793151
